school_type, lga_id, address_postcode,school_name, postal_address_line_1, school_status, postal_address_line_2, postal_town, address_state, postal_postcode, lga_name, address_line_1, ogc_fid, address_line_2, school_no, postal_state, address_town, education_sector, full_phone_no, entity_type,y,x
Primary,217,3199,Ballam Park Primary School,P O Box 7329,O,null,"Karingal Centre P.O.,FRANKSTON",VIC,3199,Frankston (C),Belar Avenue,883,null,5005,VIC,Frankston,Government,03 9789 5614,1,-38.147457,145.158282
Primary,327,3429,Sunbury West Primary School,P O Box 285,O,null,Sunbury,VIC,3429,Hume (C),479-491 Elizabeth Drive,884,null,5006,VIC,Sunbury,Government,03 9740 8666,1,-37.574777,144.713482
Primary,327,3043,Gladstone Park Primary School,15 - 25 South Circular Road,O,null,GLADSTONE PARK,VIC,3043,Hume (C),15 - 25 South Circular Road,885,null,5007,VIC,Gladstone Park,Government,03 9338 2774,1,-37.68804,144.886599
Primary,745,3138,Manchester Primary School,P O Box 161,O,null,MOOROOLBARK,VIC,3138,Yarra Ranges (S),Monomeith Street,886,null,5009,VIC,Mooroolbark,Government,03 9726 6931,1,-37.77207251,145.3085918
Primary,497,3150,Glendal Primary School,55 Nottingham Street,O,null,GLEN WAVERLEY,VIC,3150,Monash (C),55 Nottingham Street,887,null,5010,VIC,Glen Waverley,Government,03 9803 1330,1,-37.867295,145.158978
Primary,745,3138,Bimbadeen Heights Primary School,18 Hayrick Lane,O,null,Mooroolbark,VIC,3138,Yarra Ranges (S),18 Hayrick Lane,888,null,5011,VIC,Mooroolbark,Government,03 9726 9989,1,-37.77376388,145.3211445
Primary,367,3156,Wattle View Primary School,P O Box 229,O,null,FERNTREE GULLY,VIC,3156,Knox (C),Wattletree Road,889,null,5012,VIC,Ferntree Gully,Government,03 9758 4322,1,-37.875825,145.278016
Primary,66,3088,Sherbourne Primary School,Outlook Crescent,O,null,BRIAR HILL,VIC,3088,Banyule (C),Outlook Crescent,890,null,5013,VIC,Briar Hill,Government,03 9434 7142,1,-37.708912,145.129799
Primary,421,3109,Donburn Primary School,P O Box 1003,O,null,DONCASTER EAST,VIC,3109,Manningham (C),Colchester Drive,891,null,5019,VIC,Doncaster East,Government,03 9841 8099,1,-37.787456,145.165525
Special,460,3052,Royal Childrens Hospital Education Institute,"Suite 1.4, Level 1",O,48 Flemington Road,Parkville,VIC,3052,Melbourne (C),"Suite 1.4, Level 1",894,48 Flemington Road,5023,VIC,Parkville,Government,03 93459700,1,-37.79434935,144.9509694
Special,698,3133,Vermont South Special School,P O Box 6069,O,null,VERMONT SOUTH,VIC,3133,Whitehorse (C),22-30 Livingstone Road,895,null,5025,VIC,Vermont South,Government,03 9802 8199,1,-37.85114,145.180596
Special,66,3083,Concord School,P O Box 90,O,null,BUNDOORA,VIC,3083,Banyule (C),411 Grimshaw Street,896,null,5027,VIC,Bundoora,Government,03 9467 3972,1,-37.701999,145.075008
Primary,118,3023,Deer Park West Primary School,Quinn Street,O,null,DEER PARK,VIC,3023,Brimbank (C),Quinn Street,897,null,5032,VIC,Deer Park,Government,03 9363 3519,1,-37.770969,144.765406
Primary,327,3061,Campbellfield Heights Primary School,P.O. 200,O,null,CAMPBELLFIELD,VIC,3061,Hume (C),1-13 Laurel Crescent,898,null,5034,VIC,Campbellfield,Government,03 9359 5502,1,-37.674431,144.96564
Primary,707,3075,Lalor North Primary School,P O Box 1013,O,null,LALOR,VIC,3075,Whittlesea (C),2 Derna Crescent,899,null,5035,VIC,Lalor,Government,03 9465 4922,1,-37.66415051,145.0285352
Primary,465,3337,Melton West Primary School,P O Box 1493,O,null,MELTON,VIC,3337,Melton (C),4 Westmelton Drive,900,null,5036,VIC,Melton,Government,03 9743 5818,1,-37.677483,144.567489
Primary,571,3089,Diamond Creek East Primary School,PO Box 33,O,null,DIAMOND CREEK,VIC,3089,Nillumbik (S),129-163 Main Hurstbridge Road,901,null,5037,VIC,Diamond Creek,Government,03 9438 1413,1,-37.67347015,145.1659521
Primary,497,3150,Brandon Park Primary School,1-5 Ninevah Crescent,O,null,Wheelers Hill,VIC,3150,Monash (C),1-5 Ninevah Crescent,902,null,5038,VIC,Wheelers Hill,Government,03 9560 4423,1,-37.914319,145.173248
Primary,367,3153,Bayswater West Primary School,Phyllis Street,O,null,BAYSWATER,VIC,3153,Knox (C),Phyllis Street,903,null,5039,VIC,Bayswater,Government,03 9729 3394,1,-37.849581,145.252521
Primary,534,3931,Mornington Park Primary School,Robertson Dve,O,null,MORNINGTON,VIC,3931,Mornington Peninsula (S),Robertson Drive,904,null,5040,VIC,Mornington,Government,03 5975 4011,1,-38.226018,145.058167
Primary,217,3200,Aldercourt Primary School,P O Box 1013,O,null,Belvedere Park PO Seaford,VIC,3198,Frankston (C),Silver Avenue,906,null,5043,VIC,Frankston North,Government,03 9786 4488,1,-38.116618,145.161618
Primary,735,3121,Richmond West Primary School,P O Box 404,O,null,RICHMOND,VIC,3121,Yarra (C),25 Lennox Street,907,null,5044,VIC,Richmond,Government,03 9427 8736,1,-37.813626,144.995735
Primary,441,3135,Marlborough Primary School,Hardy Crescent,O,null,HEATHMONT,VIC,3135,Maroondah (C),Hardy Crescent,908,null,5045,VIC,Heathmont,Government,03 9870 3468,1,-37.836412,145.232942
Primary,118,3021,Stevensville Primary School,P O Box 209,O,null,ST ALBANS,VIC,3021,Brimbank (C),52 Kings Road,909,null,5047,VIC,St Albans,Government,03 9366 1381,1,-37.735879,144.780959
Primary,745,3796,Birmingham Primary School,P O Box 234,O,null,LILYDALE,VIC,3140,Yarra Ranges (S),43-49 Francis Crescent,910,null,5048,VIC,Mount Evelyn,Government,03 9736 3260,1,-37.77958096,145.3685172
Primary,726,3029,Woodville Primary School,33-57 Warringa Crescent,O,null,HOPPERS CROSSING,VIC,3029,Wyndham (C),33-57 Warringa Crescent,911,null,5049,VIC,Hoppers Crossing,Government,03 9749 2770,1,-37.883701,144.692328
Primary,118,3020,Glengala/Sunshine West Primary School,Kermeen Street,O,null,SUNSHINE WEST,VIC,3020,Brimbank (C),Kermeen Street,912,null,5050,VIC,Sunshine West,Government,03 9311 7810,1,-37.799259,144.81511
Primary,217,3199,Karingal Heights Primary School,P O Box 6094,O,null,KARINGAL,VIC,3199,Frankston (C),Havana Crescent,913,null,5053,VIC,Frankston,Government,03 9789 3288,1,-38.141022,145.166355
Primary,267,3174,Wallarano Primary School,PO Box 218,O,null,NOBLE PARK,VIC,3174,Greater Dandenong (C),38-64 Wallarano Drive,914,null,5055,VIC,Noble Park,Government,03 9798 1890,1,-37.979685,145.170594
Primary,745,3140,Lilydale West Primary School,P O Box 314,O,null,LILYDALE,VIC,3140,Yarra Ranges (S),Bowen Road,915,null,5057,VIC,Lilydale,Government,03 9735 4670,1,-37.7552045,145.3362911
Primary,745,3138,Mooroolbark East Primary School,P O Box 27,O,null,MOOROOLBARK,VIC,3138,Yarra Ranges (S),Taylor Road,916,null,5059,VIC,Mooroolbark,Government,03 9726 9422,1,-37.78680042,145.335705
Primary,118,3020,Ardeer South Primary School,59-75 Murray Street,O,null,SUNSHINE WEST,VIC,3020,Brimbank (C),59-75 Murray Street,917,null,5064,VIC,Sunshine West,Government,03 9363 2768,1,-37.788396,144.798996
Primary,745,3137,Gladesville Primary School,P.O. Box 142,O,null,KILSYTH,VIC,3137,Yarra Ranges (S),Gladesville Drive,918,null,5066,VIC,Kilsyth,Government,03 9728 1877,1,-37.811101,145.3229128
Primary,506,3031,Debney Meadows Primary School,100 Victoria Street,O,null,FLEMINGTON,VIC,3031,Moonee Valley (C),100 Victoria Street,920,null,5068,VIC,Flemington,Government,03 9376 1570,1,-37.785775,144.935253
Primary,161,3805,Fountain Gate Primary School,Prospect Hill Road,O,null,NARRE WARREN,VIC,3805,Casey (C),Prospect Hill Road,921,null,5072,VIC,Narre Warren,Government,03 9703 1187,1,-38.0094246,145.2951998
Primary,441,3135,Tinternvale Primary School,PO Box 179,O,null,BAYSWATER,VIC,3153,Maroondah (C),Tintern Avenue,922,null,5075,VIC,Ringwood East,Government,03 9720 1215,1,-37.818406,145.265345
Special,217,3199,Naranga Special School,PO BOX 7052,O,null,KARINGAL CENTRE,VIC,3199,Frankston (C),14 Naranga Crescent,925,null,5080,VIC,Frankston,Government,03 9788 2222,1,-38.147158,145.163005
Primary,367,3156,Kent Park Primary School,Greenaway Drive,O,null,FERNTREE GULLY,VIC,3156,Knox (C),Greenaway Drive,926,null,5082,VIC,Ferntree Gully,Government,03 9763 8055,1,-37.88336,145.262763
Primary,118,3023,Deer Park North Primary School,18-36 Mawson Avenue,O,null,DEER PARK,VIC,3023,Brimbank (C),18-36 Mawson Avenue,927,null,5084,VIC,Deer Park,Government,03 9363 4600,1,-37.756149,144.774945
Primary,267,3175,Rosewood Downs Primary School,P O Box 2269,O,null,DANDENONG NORTH,VIC,3175,Greater Dandenong (C),25 Murray Road,928,null,5087,VIC,Dandenong North,Government,03 9795 3744,1,-37.944231,145.214272
Primary,465,3338,Coburn Primary School,P O Box 2048,O,null,MELTON SOUTH,VIC,3338,Melton (C),26 Richard Road,930,null,5090,VIC,Melton South,Government,03 9971 2900,1,-37.694799,144.571945
Primary,726,3030,Manorvale Primary School,P O Box 591,O,null,WERRIBEE,VIC,3030,Wyndham (C),232-246 Greaves St North,931,null,5091,VIC,Werribee,Government,03 9741 6300,1,-37.89406,144.643892
Primary,327,3043,Gladstone Views Primary School,195 - 227 Carrick Drive,O,null,GLADSTONE PARK,VIC,3043,Hume (C),195 - 227 Carrick Drive,932,null,5093,VIC,Gladstone Park,Government,03 9338 6083,1,-37.689596,144.89768
Primary,497,3150,Wheelers Hill Primary School,134-148 Whites Lane,O,null,WHEELERS HILL,VIC,3150,Monash (C),134-148 Whites Lane,933,null,5094,VIC,Wheelers Hill,Government,03 9561 3457,1,-37.90017,145.177594
Special,497,3147,Ashwood School,Montpellier Road,O,null,ASHWOOD,VIC,3147,Monash (C),Montpellier Road,934,null,5097,VIC,Ashwood,Government,03 9808 7444,1,-37.859665,145.107162
Primary,327,3047,Broadmeadows Valley Primary School,P O Box 558,O,null,Dallas,VIC,3047,Hume (C),Dimboola Road,935,null,5098,VIC,Broadmeadows,Government,03 9309 4066,1,-37.68110291,144.9131967
Primary,343,3192,Kingston Heath Primary School,25 Farm Road,O,null,CHELTENHAM,VIC,3192,Kingston (C),25 Farm Road,937,null,5101,VIC,Cheltenham,Government,03 9584 5805,1,-37.962778,145.07907
Primary,421,3113,Andersons Creek Primary School,Drysdale Road,O,null,WARRANDYTE,VIC,3113,Manningham (C),36-42 Drysdale Road,938,null,5104,VIC,Warrandyte,Government,03 9844 2757,1,-37.748379,145.208188
Primary,497,3150,Waverley Meadows Primary School,11 Columbia Drive,O,null,WHEELERS HILL,VIC,3150,Monash (C),11 Columbia Drive,939,null,5105,VIC,Wheelers Hill,Government,03 9561 2879,1,-37.914356,145.184337
Primary,343,3172,Kingswood Primary School,1-25 Plaza Crescent,O,null,DINGLEY VILLAGE,VIC,3172,Kingston (C),1-25 Plaza Crescent,940,null,5106,VIC,Dingley Village,Government,03 9551 1727,1,-37.983045,145.123443
Special,506,3032,Ascot Vale Special School,1 Tasma Street,O,null,ASCOT VALE,VIC,3032,Moonee Valley (C),1 Tasma Street,941,null,5109,VIC,Ascot Vale,Government,03 9370 8906,1,-37.776821,144.932355
Primary,497,3150,Camelot Rise Primary School,Galahad Crescent,O,null,GLEN WAVERLEY,VIC,3150,Monash (C),Galahad Crescent,942,null,5111,VIC,Glen Waverley,Government,03 9803 5344,1,-37.865243,145.188026
Primary,698,3133,Livingstone Primary School,25 -29 Livingstone Rd.,O,null,Vermont South,VIC,3133,Whitehorse (C),25 - 29 Livingstone Road,943,null,5113,VIC,Vermont South,Government,03 9803 7673,1,-37.852924,145.180661
Primary,118,3021,St Albans Meadows Primary School,2A Laurel Street,O,null,ST ALBANS,VIC,3021,Brimbank (C),2A Laurel Street,945,null,5118,VIC,St Albans,Government,03 9364 6144,1,-37.753613,144.817597
Primary,267,3174,Silverton Primary School,77-123 Jacksons Road,O,null,NOBLE PARK NORTH,VIC,3174,Greater Dandenong (C),77-123 Jacksons Road,946,null,5120,VIC,Noble Park North,Government,03 9795 5033,1,-37.949208,145.192988
Primary,441,3134,Kalinda Primary School,"39-49 Kalinda Road,",O,null,RINGWOOD,VIC,3134,Maroondah (C),39-49 Kalinda Road,947,null,5121,VIC,Ringwood,Government,03 9876 3289,1,-37.789618,145.254862
Primary,745,3770,Coldstream Primary School,Kelso Street,O,null,Coldstream,VIC,3770,Yarra Ranges (S),Kelso Street,949,null,5127,VIC,Coldstream,Government,03 9739 1680,1,-37.73255846,145.3827071
Primary,421,3106,Templestowe Park Primary School,P O Box 520,O,null,TEMPLESTOWE,VIC,3106,Manningham (C),399-409 Church Road,950,null,5129,VIC,Templestowe,Government,03 9846 2700,1,-37.756273,145.143259
Primary,161,3976,River Gum Primary School,P O Box 444,O,null,HAMPTON PARK,VIC,3976,Casey (C),63 Fordholm Road,951,null,5130,VIC,Hampton Park,Government,03 9799 1216,1,-38.034671,145.260979
Primary,367,3152,Regency Park Primary School,Amesbury Avenue,O,null,WANTIRNA,VIC,3152,Knox (C),Amesbury Avenue,952,null,5131,VIC,Wantirna,Government,03 9801 3614,1,-37.854873,145.236165
Primary,441,3136,Dorset Primary School,P O Box 270,O,null,CROYDON,VIC,3136,Maroondah (C),Rescorla Avenue,953,null,5132,VIC,Croydon,Government,03 9725 5038,1,-37.810084,145.285748
Primary,534,3940,Eastbourne Primary School,Private Bag 8,O,null,CAPEL SOUND,VIC,3940,Mornington Peninsula (S),Allambi Avenue,954,null,5133,VIC,Capel Sound,Government,03 5986 4884,1,-38.373942,144.883503
Primary,707,3074,Thomastown Meadows Primary School,P O Box 296,O,null,THOMASTOWN,VIC,3074,Whittlesea (C),13-21 Diplomat Drive,955,null,5134,VIC,Thomastown,Government,03 9466 1322,1,-37.68296524,144.9930415
Primary,217,3199,Kingsley Park Primary School,Franciscan Avenue,O,null,FRANKSTON,VIC,3199,Frankston (C),Franciscan Avenue,956,null,5135,VIC,Frankston,Government,03 9789 0077,1,-38.16808,145.155704
Primary,161,3802,James Cook Primary School,29-59 James Cook Drive,O,null,ENDEAVOUR HILLS,VIC,3802,Casey (C),29-59 James Cook Drive,957,null,5136,VIC,Endeavour Hills,Government,03 9700 2601,1,-37.979065,145.245853
Primary,118,3021,Movelle Primary School,P O Box 40,O,null,ST ALBANS,VIC,3021,Brimbank (C),Gum Road,958,null,5139,VIC,KINGS PARK,Government,03 9366 8892,1,-37.737591,144.775639
Primary,534,3930,Mount Eliza North Primary School,P O Box 219,O,null,MOUNT ELIZA,VIC,3930,Mornington Peninsula (S),6 Moseley Drive,959,null,5140,VIC,Mount Eliza,Government,03 9787 6611,1,-38.188401,145.10054
Special,343,3195,Yarrabah School,P O Box 7064,O,null,ASPENDALE,VIC,3195,Kingston (C),23 Mill Street,961,null,5142,VIC,Aspendale,Government,03 9580 0384,1,-38.013994,145.096687
Special,217,3199,Frankston Special Developmental School,P O Box 7294,O,null,KARINGAL CENTRE,VIC,3199,Frankston (C),Sassafras Drive,962,null,5143,VIC,Frankston,Government,03 9789 6844,1,-38.143298,145.170197
Special,66,3081,Waratah Special Developmental School,228 Banksia Street,O,null,Bellfield,VIC,3081,Banyule (C),228 Banksia Street,963,null,5144,VIC,Bellfield,Government,03 9474 8700,1,-37.756289,145.040741
Special,590,3207,Port Phillip Specialist School,Cnr Nott & Pool Streets,O,null,PORT MELBOURNE,VIC,3207,Port Phillip (C),Cnr Nott & Pool Streets,964,null,5145,VIC,Port Melbourne,Government,03 9646 0855,1,-37.83678831,144.9419729
Special,497,3150,Monash Special Developmental School,P O Box 5084,O,null,BRANDON PARK,VIC,3150,Monash (C),15-25 Academy Avenue,966,null,5151,VIC,Wheelers Hill,Government,03 9239 7400,1,-37.9069788,145.1657962
Primary,726,3024,Iramoo Primary School,P O Box 421,O,null,WERRIBEE,VIC,3030,Wyndham (C),261 - 269 Mcgrath Road,967,null,5152,VIC,Wyndham Vale,Government,03 9741 2803,1,-37.895763,144.628663
Primary,698,3133,Weeden Heights Primary School,P O Box 6066,O,null,VERMONT SOUTH,VIC,3133,Whitehorse (C),41-51 Weeden Drive,969,null,5157,VIC,Vermont South,Government,03 9802 0663,1,-37.859173,145.178399
Primary,707,3082,Mill Park Primary School,P O Box 163,O,null,MILL PARK,VIC,3082,Whittlesea (C),Blamey Avenue,970,null,5160,VIC,Mill Park,Government,03 9404 3337,1,-37.6746058,145.0658816
Special,571,3088,Diamond Valley Special Developmental School,P O Box 401,O,null,GREENSBOROUGH,VIC,3088,Nillumbik (S),14-24 Brentwick Drive,971,null,5161,VIC,Greensborough,Government,03 9432 1022,1,-37.68675447,145.1116531
Special,465,3337,Melton Specialist School,P O Box 663,O,null,MELTON,VIC,3337,Melton (C),159-211 Coburns Road,972,null,5162,VIC,Melton,Government,03 9743 4966,1,-37.68057,144.56822
Special,267,3171,Springvale Park Special Developmental School,P O Box 365,O,null,NOBLE PARK,VIC,3174,Greater Dandenong (C),13-15 Sandown Road,973,null,5164,VIC,Springvale,Government,03 9546 7666,1,-37.94935521,145.1543122
Special,726,3029,Warringa Park School,81 Warringa Crescent,O,null,HOPPERS CROSSING DC,VIC,3029,Wyndham (C),81 Warringa Crescent,974,null,5165,VIC,Hoppers Crossing,Government,03 9749 5774,1,-37.884042,144.687587
Primary,421,3106,Serpell Primary School,11 - 13 TUCKERS ROAD,O,null,TEMPLESTOWE,VIC,3106,Manningham (C),Tuckers Road,975,null,5168,VIC,Templestowe,Government,03 9842 8182,1,-37.769901,145.155574
Primary,534,3934,Mount Martha Primary School,P O Box 139,O,null,MOUNT MARTHA,VIC,3934,Mornington Peninsula (S),37 - 55 Glenisla Drive,976,null,5171,VIC,Mount Martha,Government,03 5974 2800,1,-38.275563,145.01373
Primary,311,3028,Altona Meadows Primary School,PO Box 1144,O,null,Altona Meadows,VIC,3028,Hobsons Bay (C),78-88 Alma Avenue,977,null,5172,VIC,Altona Meadows,Government,03 9369 1288,1,-37.868462,144.779636
Primary,745,3792,The Patch Primary School,P O Box 8,O,null,THE PATCH,VIC,3792,Yarra Ranges (S),53 Kallista-Emerald Road,978,null,5173,VIC,The Patch,Government,03 9756 7463,1,-37.89256543,145.392981
Primary,497,3150,Jells Park Primary School,Petronella Avenue,O,null,WHEELERS HILL,VIC,3150,Monash (C),17-33 Petronella Avenue,980,null,5176,VIC,Wheelers Hill,Government,03 9560 6494,1,-37.902146,145.19229
Primary,118,3021,Albanvale Primary School,Dover Street,O,null,ALBANVALE,VIC,3021,Brimbank (C),54-64 Diamond Avenue,981,null,5179,VIC,Albanvale,Government,03 9367 2197,1,-37.74426355,144.7744714
Primary,327,3429,Kismet Park Primary School,P O Box 220,O,null,SUNBURY,VIC,3429,Hume (C),Mcewen Drive,982,null,5180,VIC,Sunbury,Government,03 9744 4566,1,-37.565686,144.72837
Primary,534,3930,Kunyung Primary School,50 Kunyung Road,O,null,MOUNT ELIZA,VIC,3930,Mornington Peninsula (S),50 Kunyung Road,984,null,5182,VIC,Mount Eliza,Government,03 9787 6102,1,-38.187675,145.07623
Primary,571,3088,Apollo Parkways Primary School,"31-43 Civic Drive,",O,null,GREENSBOROUGH,VIC,3088,Nillumbik (S),31-43 Civic Drive,985,null,5184,VIC,Greensborough,Government,03 9433 1300,1,-37.68739459,145.1098731
Primary,327,3048,Bethal Primary School,P O Box 2048,O,null,MEADOW HEIGHTS,VIC,3048,Hume (C),26-52 Eldorado Crescent,987,null,5186,VIC,Meadow Heights,Government,03 9309 7626,1,-37.659704,144.918158
Primary,161,3977,Cranbourne West Primary School,110 Duff Street,O,null,CRANBOURNE,VIC,3977,Casey (C),110 Duff Street,988,null,5189,VIC,Cranbourne,Government,03 5996 2878,1,-38.103114,145.268179
Primary,343,3197,Patterson Lakes Primary School,P O Box 330,O,null,PATTERSON LAKES,VIC,3197,Kingston (C),130-148 Gladesville Boulevard,989,null,5190,VIC,Patterson Lakes,Government,03 9772 4011,1,-38.069838,145.144792
Primary,217,3198,Seaford Park Primary School,"P O Box 1018, Belvedere Pk PO",O,null,SEAFORD,VIC,3198,Frankston (C),141 East Road,990,null,5191,VIC,Seaford,Government,03 9786 5197,1,-38.105038,145.15444
Primary,745,3765,Billanook Primary School,P O Box 302,O,null,MONTROSE,VIC,3765,Yarra Ranges (S),270 Sheffield Road,991,null,5193,VIC,Montrose,Government,03 9728 2624,1,-37.82495466,145.3392536
Primary,745,3116,Chirnside Park Primary School,66 Kimberley Drive,O,null,Chirnside Park,VIC,3116,Yarra Ranges (S),66 Kimberley Drive,992,null,5194,VIC,Chirnside Park,Government,03 9727 3466,1,-37.75021455,145.3111963
Primary,74,3984,Bass Valley Primary School,70 CORINELLA ROAD,O,null,CORINELLA,VIC,3984,Bass Coast (S),70 Corinella Road,993,null,5195,VIC,Corinella,Government,03 5678 0208,1,-38.431229,145.488767
Primary,367,3152,Templeton Primary School,P O Box 5190,O,null,WANTIRNA SOUTH,VIC,3152,Knox (C),Crestdale Road,994,null,5196,VIC,Wantirna,Government,03 9801 7450,1,-37.861086,145.232629
Primary,327,3429,Sunbury Heights Primary School,P O Box 243,O,null,Sunbury,VIC,3429,Hume (C),Charter Road East,995,null,5197,VIC,Sunbury,Government,03 9744 3377,1,-37.581038,144.706645
Primary,534,3915,Wallaroo Primary School,Stalwart Avenue,O,null,HASTINGS,VIC,3915,Mornington Peninsula (S),Stalwart Avenue,998,null,5202,VIC,Hastings,Government,03 5979 2654,1,-38.298326,145.172567
